year,category,term,date,kickoffdate,homeTeam,score,awayTeam,stadiumName,visitors,other,homeTeamId,awayTeamId,competitionName,jLeagueCompetitionId,competitionId
2026,2,第５節第１日,2026/03/07,2026-03-07T14:00:00+09:00,藤枝,vs,磐田,藤枝サ,,ＤＡＺＮ／ＮＨＫ静岡,276,13,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第５節第２日,2026/03/07,2026-03-07T14:00:00+09:00,新潟,vs,高知,デンカＳ,,ＤＡＺＮ,78,468,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第５節第１日,2026/03/07,2026-03-07T14:00:00+09:00,山口,vs,鳥栖,みらスタ,,ＤＡＺＮ,330,33,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第５節第１日,2026/03/07,2026-03-07T14:00:00+09:00,北九州,vs,宮崎,ミクスタ,,ＤＡＺＮ,43,371,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第５節第２日,2026/03/08,2026-03-08T12:55:00+09:00,岡山,vs,京都,ＪＦＥス,,ＤＡＺＮ／テレビせとうち,42,24,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第５節第２日,2026/03/08,2026-03-08T15:00:00+09:00,G大阪,vs,長崎,パナスタ,,ＤＡＺＮ,9,47,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第５節第２日,2026/03/08,2026-03-08T13:00:00+09:00,八戸,vs,横浜FC,プラスタ,,ＤＡＺＮ,362,34,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第５節第２日,2026/03/08,2026-03-08T14:00:00+09:00,山形,vs,秋田,ＮＤスタ,,ＤＡＺＮ,29,270,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第５節第２日,2026/03/08,2026-03-08T14:00:00+09:00,栃木C,vs,群馬,ＣＦＳ,,ＤＡＺＮ,471,35,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第５節第２日,2026/03/08,2026-03-08T14:00:00+09:00,相模原,vs,栃木SC,ギオンス,,ＤＡＺＮ,273,40,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第５節第２日,2026/03/08,2026-03-08T14:00:00+09:00,福島,vs,長野,とうスタ,,ＤＡＺＮ,271,274,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第５節第２日,2026/03/08,2026-03-08T14:00:00+09:00,岐阜,vs,甲府,長良川,,ＤＡＺＮ,39,28,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第５節第３日,2026/03/08,2026-03-08T14:00:00+09:00,富山,vs,愛媛,富山,,ＤＡＺＮ,41,37,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第５節第３日,2026/03/08,2026-03-08T14:00:00+09:00,金沢,vs,徳島,ゴースタ,,ＤＡＺＮ,275,36,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第５節第３日,2026/03/08,2026-03-08T14:00:00+09:00,讃岐,vs,今治,メグスタ,,ＤＡＺＮ,48,369,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第５節第２日,2026/03/08,2026-03-08T14:00:00+09:00,滋賀,vs,熊本,ハトスタ,,ＤＡＺＮ,495,38,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第５節第２日,2026/03/08,2026-03-08T14:00:00+09:00,鳥取,vs,琉球,Ａｘｉｓ,,ＤＡＺＮ,44,277,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,2,第５節第２日,2026/03/08,2026-03-08T14:00:00+09:00,大分,vs,鹿児島,クラド,,ＤＡＺＮ,31,338,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第６節第１日,2026/03/14,2026-03-14T13:00:00+09:00,横浜FM,vs,千葉,日産ス,,ＤＡＺＮ,5,2,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,水戸,vs,FC東京,Ｋｓスタ,,ＤＡＺＮ,94,22,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,柏,vs,町田,三協Ｆ柏,,ＤＡＺＮ,11,45,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第６節第１日,2026/03/14,2026-03-14T15:00:00+09:00,鹿島,vs,川崎F,メルスタ,,ＤＡＺＮ,1,21,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第６節第１日,2026/03/14,2026-03-14T16:00:00+09:00,東京V,vs,浦和,MUFG国立,,ＤＡＺＮ,4,3,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,清水,vs,岡山,アイスタ,,ＤＡＺＮ,7,42,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,名古屋,vs,神戸,豊田ス,,ＤＡＺＮ,8,18,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,京都,vs,C大阪,サンガＳ,,ＤＡＺＮ／ＮＨＫ ＢＳ,24,20,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第６節第１日,2026/03/14,2026-03-14T15:00:00+09:00,広島,vs,G大阪,Ｅピース,,ＤＡＺＮ／中国放送,10,9,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,仙台,vs,相模原,ユアスタ,,ＤＡＺＮ,54,273,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,湘南,vs,山形,レモンＳ,,ＤＡＺＮ,12,29,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,大宮,vs,藤枝,ＮＡＣＫ,,ＤＡＺＮ,27,276,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,甲府,vs,いわき,ＪＩＴス,,ＤＡＺＮ,28,386,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,長野,vs,松本,長野Ｕ,,ＤＡＺＮ,274,46,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,磐田,vs,札幌,ヤマハ,,ＤＡＺＮ,13,14,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第６節第１日,2026/03/14,2026-03-14T13:00:00+09:00,高知,vs,今治,ギケンス,,ＤＡＺＮ,468,369,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,奈良,vs,新潟,ロートＦ,,ＤＡＺＮ,391,78,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,2,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,鳥栖,vs,北九州,駅スタ,,ＤＡＺＮ,33,43,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,宮崎,vs,大分,いちご,,ＤＡＺＮ,371,31,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第６節第１日,2026/03/14,2026-03-14T14:00:00+09:00,琉球,vs,山口,沖縄県陸,,ＤＡＺＮ,277,330,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第６節第２日,2026/03/15,2026-03-15T14:00:00+09:00,長崎,vs,福岡,ピースタ,,ＤＡＺＮ,47,23,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第６節第２日,2026/03/15,2026-03-15T13:00:00+09:00,八戸,vs,栃木C,プラスタ,,ＤＡＺＮ,362,471,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第６節第２日,2026/03/15,2026-03-15T13:00:00+09:00,秋田,vs,栃木SC,ソユスタ,,ＤＡＺＮ／秋田テレビ,270,40,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第６節第２日,2026/03/15,2026-03-15T14:00:00+09:00,横浜FC,vs,群馬,ニッパツ,,ＤＡＺＮ,34,35,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第６節第２日,2026/03/15,2026-03-15T19:00:00+09:00,岐阜,vs,福島,長良川,,ＤＡＺＮ,39,271,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第６節第２日,2026/03/15,2026-03-15T13:05:00+09:00,富山,vs,金沢,富山,,ＤＡＺＮ／ＮＨＫ富山,41,275,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,2,第６節第２日,2026/03/15,2026-03-15T14:00:00+09:00,徳島,vs,讃岐,鳴門大塚,,ＤＡＺＮ,36,48,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第６節第２日,2026/03/15,2026-03-15T14:00:00+09:00,愛媛,vs,FC大阪,ニンスタ,,ＤＡＺＮ,37,390,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第６節第２日,2026/03/15,2026-03-15T13:00:00+09:00,熊本,vs,鳥取,えがおＳ,,ＤＡＺＮ,38,44,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第６節第２日,2026/03/15,2026-03-15T14:00:00+09:00,鹿児島,vs,滋賀,白波スタ,,ＤＡＺＮ,338,495,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第７節第１日,2026/03/18,2026-03-18T19:00:00+09:00,水戸,vs,横浜FM,Ｋｓスタ,,ＤＡＺＮ,94,5,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第７節第１日,2026/03/18,2026-03-18T19:00:00+09:00,千葉,vs,FC東京,フクアリ,,ＤＡＺＮ,2,22,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第７節第１日,2026/03/18,2026-03-18T19:00:00+09:00,東京V,vs,川崎F,味スタ,,ＤＡＺＮ,4,21,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第７節第１日,2026/03/18,2026-03-18T19:30:00+09:00,浦和,vs,柏,埼玉,,ＤＡＺＮ,3,11,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第７節第１日,2026/03/18,2026-03-18T19:30:00+09:00,町田,vs,鹿島,MUFG国立,,ＤＡＺＮ,45,1,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第７節第１日,2026/03/18,2026-03-18T18:30:00+09:00,C大阪,vs,岡山,ヨドコウ,,ＤＡＺＮ,20,42,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第７節第１日,2026/03/18,2026-03-18T19:00:00+09:00,名古屋,vs,広島,豊田ス,,ＤＡＺＮ,8,10,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第７節第１日,2026/03/18,2026-03-18T19:00:00+09:00,神戸,vs,G大阪,ノエスタ,,ＤＡＺＮ,18,9,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第７節第１日,2026/03/18,2026-03-18T19:00:00+09:00,福岡,vs,清水,ベススタ,,ＤＡＺＮ,23,7,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第７節第１日,2026/03/18,2026-03-18T19:00:00+09:00,長崎,vs,京都,ピースタ,,ＤＡＺＮ,47,24,明治安田J1百年構想 WESTグループ,35,35-W
2026,3,第７節第１日,2026/03/20,2026-03-20T14:00:00+09:00,群馬,vs,湘南,正田スタ,,ＤＡＺＮ,35,12,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第７節第１日,2026/03/20,2026-03-20T14:00:00+09:00,新潟,vs,富山,デンカＳ,,ＤＡＺＮ,78,41,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,1,第８節第１日,2026/03/21,2026-03-21T14:00:00+09:00,岡山,vs,長崎,ＪＦＥス,,ＤＡＺＮ,42,47,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第８節第１日,2026/03/21,2026-03-21T14:30:00+09:00,福岡,vs,G大阪,ベススタ,,ＤＡＺＮ／福岡放送,23,9,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第７節第２日,2026/03/21,2026-03-21T14:00:00+09:00,秋田,vs,八戸,ソユスタ,,ＤＡＺＮ／秋田放送,270,362,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第７節第２日,2026/03/21,2026-03-21T14:00:00+09:00,相模原,vs,横浜FC,ギオンス,,ＤＡＺＮ,273,34,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第７節第１日,2026/03/21,2026-03-21T14:00:00+09:00,札幌,vs,甲府,プレド,,ＤＡＺＮ,14,28,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第７節第１日,2026/03/21,2026-03-21T14:00:00+09:00,福島,vs,藤枝,とうスタ,,ＤＡＺＮ,271,276,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第７節第１日,2026/03/21,2026-03-21T14:00:00+09:00,松本,vs,岐阜,サンアル,,ＤＡＺＮ,46,39,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第７節第１日,2026/03/21,2026-03-21T14:00:00+09:00,長野,vs,いわき,長野Ｕ,,ＤＡＺＮ,274,386,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第７節第１日,2026/03/21,2026-03-21T14:00:00+09:00,磐田,vs,大宮,ヤマハ,,ＤＡＺＮ,13,27,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第７節第１日,2026/03/21,2026-03-21T14:00:00+09:00,大分,vs,琉球,クラド,,ＤＡＺＮ,31,277,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第７節第１日,2026/03/21,2026-03-21T14:00:00+09:00,宮崎,vs,熊本,いちご,,ＤＡＺＮ,371,38,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第８節第１日,2026/03/22,2026-03-22T14:00:00+09:00,東京V,vs,FC東京,味スタ,,ＤＡＺＮ,4,22,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第８節第１日,2026/03/22,2026-03-22T15:00:00+09:00,鹿島,vs,千葉,メルスタ,,ＤＡＺＮ,1,2,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第８節第１日,2026/03/22,2026-03-22T15:00:00+09:00,川崎F,vs,横浜FM,MUFG国立,,ＤＡＺＮ,21,5,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第８節第１日,2026/03/22,2026-03-22T16:00:00+09:00,浦和,vs,町田,埼玉,,ＤＡＺＮ,3,45,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第８節第１日,2026/03/22,2026-03-22T16:00:00+09:00,柏,vs,水戸,三協Ｆ柏,,ＤＡＺＮ,11,94,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第８節第２日,2026/03/22,2026-03-22T13:00:00+09:00,清水,vs,広島,アイスタ,,ＤＡＺＮ,7,10,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第８節第２日,2026/03/22,2026-03-22T14:00:00+09:00,京都,vs,名古屋,サンガＳ,,ＤＡＺＮ,24,8,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第８節第２日,2026/03/22,2026-03-22T15:00:00+09:00,C大阪,vs,神戸,ヨドコウ,,ＤＡＺＮ,20,18,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第７節第３日,2026/03/22,2026-03-22T14:00:00+09:00,山形,vs,仙台,ＮＤスタ,,ＤＡＺＮ,29,54,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第７節第３日,2026/03/22,2026-03-22T14:00:00+09:00,栃木SC,vs,栃木C,カンセキ,,ＤＡＺＮ,40,471,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第７節第２日,2026/03/22,2026-03-22T14:00:00+09:00,金沢,vs,FC大阪,ゴースタ,,ＤＡＺＮ,275,390,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第７節第２日,2026/03/22,2026-03-22T14:00:00+09:00,讃岐,vs,奈良,メグスタ,,ＤＡＺＮ,48,391,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第７節第２日,2026/03/22,2026-03-22T14:00:00+09:00,愛媛,vs,高知,ニンスタ,,ＤＡＺＮ,37,468,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,2,第７節第２日,2026/03/22,2026-03-22T14:00:00+09:00,今治,vs,徳島,アシさと,,ＤＡＺＮ,369,36,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第７節第２日,2026/03/22,2026-03-22T14:00:00+09:00,鳥取,vs,鹿児島,Ａｘｉｓ,,ＤＡＺＮ,44,338,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第７節第２日,2026/03/22,2026-03-22T14:00:00+09:00,山口,vs,北九州,みらスタ,,ＤＡＺＮ,330,43,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第７節第２日,2026/03/22,2026-03-22T15:00:00+09:00,滋賀,vs,鳥栖,ハトスタ,,ＤＡＺＮ,495,33,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第５節第３日,2026/03/27,2026-03-27T19:00:00+09:00,神戸,vs,広島,ノエスタ,,ＤＡＺＮ,18,10,明治安田J1百年構想 WESTグループ,35,35-W
2026,3,第８節第１日,2026/03/28,2026-03-28T14:00:00+09:00,群馬,vs,栃木SC,正田スタ,,ＤＡＺＮ,35,40,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第８節第１日,2026/03/28,2026-03-28T14:00:00+09:00,横浜FC,vs,湘南,ニッパツ,,ＤＡＺＮ,34,12,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第８節第１日,2026/03/28,2026-03-28T14:00:00+09:00,甲府,vs,大宮,ＪＩＴス,,ＤＡＺＮ,28,27,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第８節第１日,2026/03/28,2026-03-28T14:00:00+09:00,藤枝,vs,札幌,藤枝サ,,ＤＡＺＮ,276,14,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第８節第１日,2026/03/28,2026-03-28T14:00:00+09:00,岐阜,vs,長野,長良川,,ＤＡＺＮ,39,274,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第８節第１日,2026/03/28,2026-03-28T14:00:00+09:00,奈良,vs,金沢,ロートＦ,,ＤＡＺＮ,391,275,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,2,第８節第２日,2026/03/29,2026-03-29T13:00:00+09:00,八戸,vs,相模原,プラスタ,,ＤＡＺＮ,362,273,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第８節第２日,2026/03/29,2026-03-29T14:00:00+09:00,秋田,vs,仙台,ソユスタ,,ＤＡＺＮ,270,54,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第８節第２日,2026/03/29,2026-03-29T14:00:00+09:00,山形,vs,栃木C,ＮＤスタ,,ＤＡＺＮ,29,471,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第８節第２日,2026/03/29,2026-03-29T14:00:00+09:00,福島,vs,松本,とうスタ,,ＤＡＺＮ,271,46,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第８節第２日,2026/03/29,2026-03-29T14:00:00+09:00,いわき,vs,磐田,ハワスタ,,ＤＡＺＮ,386,13,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第８節第２日,2026/03/29,2026-03-29T14:00:00+09:00,富山,vs,今治,富山,,ＤＡＺＮ,41,369,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第８節第２日,2026/03/29,2026-03-29T14:00:00+09:00,FC大阪,vs,新潟,花園,,ＤＡＺＮ,390,78,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第８節第２日,2026/03/29,2026-03-29T14:00:00+09:00,讃岐,vs,愛媛,メグスタ,,ＤＡＺＮ,48,37,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,2,第８節第２日,2026/03/29,2026-03-29T14:00:00+09:00,徳島,vs,高知,鳴門大塚,,ＤＡＺＮ,36,468,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第８節第１日,2026/03/29,2026-03-29T13:00:00+09:00,熊本,vs,鹿児島,えがおＳ,,ＤＡＺＮ,38,338,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第８節第１日,2026/03/29,2026-03-29T14:00:00+09:00,滋賀,vs,宮崎,ハトスタ,,ＤＡＺＮ,495,371,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第８節第１日,2026/03/29,2026-03-29T14:00:00+09:00,鳥取,vs,鳥栖,Ａｘｉｓ,,ＤＡＺＮ,44,33,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第８節第１日,2026/03/29,2026-03-29T14:00:00+09:00,山口,vs,大分,みらスタ,,ＤＡＺＮ,330,31,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第８節第１日,2026/03/29,2026-03-29T14:00:00+09:00,北九州,vs,琉球,ミクスタ,,ＤＡＺＮ,43,277,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第９節第１日,2026/04/04,2026-04-04T13:00:00+09:00,千葉,vs,東京V,フクアリ,,ＤＡＺＮ,2,4,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第９節第１日,2026/04/04,2026-04-04T14:00:00+09:00,水戸,vs,鹿島,Ｋｓスタ,,ＤＡＺＮ／ＮＨＫ水戸,94,1,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第９節第１日,2026/04/04,2026-04-04T15:00:00+09:00,名古屋,vs,C大阪,豊田ス,,ＤＡＺＮ,8,20,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第９節第１日,2026/04/04,2026-04-04T16:00:00+09:00,G大阪,vs,京都,パナスタ,,ＤＡＺＮ,9,24,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第９節第１日,2026/04/04,2026-04-04T14:00:00+09:00,仙台,vs,群馬,ユアスタ,,ＤＡＺＮ,54,35,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第９節第１日,2026/04/04,2026-04-04T14:00:00+09:00,栃木C,vs,相模原,ＣＦＳ,,ＤＡＺＮ,471,273,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第９節第１日,2026/04/04,2026-04-04T14:00:00+09:00,横浜FC,vs,秋田,ニッパツ,,ＤＡＺＮ,34,270,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第９節第１日,2026/04/04,2026-04-04T14:00:00+09:00,湘南,vs,栃木SC,レモンＳ,,ＤＡＺＮ,12,40,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第９節第１日,2026/04/04,2026-04-04T14:00:00+09:00,札幌,vs,福島,プレド,,ＤＡＺＮ,14,271,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第９節第１日,2026/04/04,2026-04-04T14:00:00+09:00,大宮,vs,岐阜,ＮＡＣＫ,,ＤＡＺＮ,27,39,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第９節第１日,2026/04/04,2026-04-04T14:00:00+09:00,磐田,vs,甲府,ヤマハ,,ＤＡＺＮ,13,28,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第９節第１日,2026/04/04,2026-04-04T14:00:00+09:00,藤枝,vs,長野,藤枝サ,,ＤＡＺＮ,276,274,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第９節第１日,2026/04/04,2026-04-04T14:00:00+09:00,新潟,vs,金沢,デンカＳ,,ＤＡＺＮ,78,275,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第９節第１日,2026/04/04,2026-04-04T16:00:00+09:00,琉球,vs,熊本,沖縄県陸,,ＤＡＺＮ,277,38,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,柏,vs,横浜FM,三協Ｆ柏,,ＤＡＺＮ,11,5,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第９節第２日,2026/04/05,2026-04-05T15:00:00+09:00,FC東京,vs,町田,味スタ,,ＤＡＺＮ,22,45,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第９節第２日,2026/04/05,2026-04-05T16:00:00+09:00,川崎F,vs,浦和,Ｕ等々力,,ＤＡＺＮ,21,3,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第９節第２日,2026/04/05,2026-04-05T13:00:00+09:00,長崎,vs,清水,ピースタ,,ＤＡＺＮ,47,7,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,岡山,vs,神戸,ＪＦＥス,,ＤＡＺＮ／ＮＨＫ岡山,42,18,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,広島,vs,福岡,Ｅピース,,ＤＡＺＮ,10,23,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第９節第２日,2026/04/05,2026-04-05T13:00:00+09:00,八戸,vs,山形,プラスタ,,ＤＡＺＮ,362,29,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,松本,vs,いわき,サンアル,,ＤＡＺＮ,46,386,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第９節第２日,2026/04/05,2026-04-05T13:30:00+09:00,今治,vs,愛媛,アシさと,,ＤＡＺＮ／南海放送,369,37,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,2,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,富山,vs,奈良,富山,,ＤＡＺＮ,41,391,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,2,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,徳島,vs,FC大阪,鳴門大塚,,ＤＡＺＮ,36,390,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,高知,vs,讃岐,ギケンス,,ＤＡＺＮ,468,48,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,鳥取,vs,滋賀,Ａｘｉｓ,,ＤＡＺＮ,44,495,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,2,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,鳥栖,vs,大分,駅スタ,,ＤＡＺＮ,33,31,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,宮崎,vs,山口,いちご,,ＤＡＺＮ,371,330,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
