year,category,term,date,kickoffdate,homeTeam,score,awayTeam,stadiumName,visitors,other,homeTeamId,awayTeamId,competitionName,jLeagueCompetitionId,competitionId
2026,3,第９節第２日,2026/04/05,2026-04-05T14:00:00+09:00,鹿児島,vs,北九州,白波スタ,,ＤＡＺＮ,338,43,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第１０節第１日,2026/04/11,2026-04-11T13:00:00+09:00,千葉,vs,水戸,フクアリ,,ＤＡＺＮ,2,94,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１０節第１日,2026/04/11,2026-04-11T14:00:00+09:00,町田,vs,柏,Ｇスタ,,ＤＡＺＮ,45,11,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１０節第１日,2026/04/11,2026-04-11T15:00:00+09:00,横浜FM,vs,FC東京,日産ス,,ＤＡＺＮ,5,22,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１０節第１日,2026/04/11,2026-04-11T14:00:00+09:00,広島,vs,清水,Ｅピース,,ＤＡＺＮ,10,7,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１０節第１日,2026/04/11,2026-04-11T14:00:00+09:00,福岡,vs,長崎,ベススタ,,ＤＡＺＮ,23,47,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１０節第１日,2026/04/11,2026-04-11T15:00:00+09:00,神戸,vs,名古屋,ノエスタ,,ＤＡＺＮ,18,8,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１０節第１日,2026/04/11,2026-04-11T16:00:00+09:00,京都,vs,岡山,サンガＳ,,ＤＡＺＮ,24,42,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１０節第１日,2026/04/11,2026-04-11T16:00:00+09:00,G大阪,vs,C大阪,パナスタ,,ＤＡＺＮ,9,20,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第１０節第１日,2026/04/11,2026-04-11T14:00:00+09:00,甲府,vs,札幌,ＪＩＴス,,ＤＡＺＮ,28,14,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１０節第１日,2026/04/11,2026-04-11T14:00:00+09:00,岐阜,vs,藤枝,長良川,,ＤＡＺＮ,39,276,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１０節第１日,2026/04/11,2026-04-11T14:00:00+09:00,FC大阪,vs,富山,花園,,ＤＡＺＮ,390,41,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,2,第１０節第１日,2026/04/11,2026-04-11T19:00:00+09:00,大分,vs,山口,クラド,,ＤＡＺＮ,31,330,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,浦和,vs,東京V,埼玉,,ＤＡＺＮ,3,4,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１０節第２日,2026/04/12,2026-04-12T16:00:00+09:00,川崎F,vs,鹿島,Ｕ等々力,,ＤＡＺＮ,21,1,明治安田J1百年構想 EASTグループ,35,35-E
2026,2,第１０節第１日,2026/04/12,2026-04-12T14:00:00+09:00,秋田,vs,湘南,ソユスタ,,ＤＡＺＮ,270,12,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１０節第１日,2026/04/12,2026-04-12T14:00:00+09:00,山形,vs,横浜FC,ＮＤスタ,,ＤＡＺＮ,29,34,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１０節第１日,2026/04/12,2026-04-12T14:00:00+09:00,栃木SC,vs,群馬,カンセキ,,ＤＡＺＮ,40,35,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１０節第１日,2026/04/12,2026-04-12T14:00:00+09:00,栃木C,vs,八戸,ＣＦＳ,,ＤＡＺＮ,471,362,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１０節第１日,2026/04/12,2026-04-12T14:00:00+09:00,相模原,vs,仙台,ギオンス,,ＤＡＺＮ,273,54,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１０節第２日,2026/04/12,2026-04-12T13:00:00+09:00,長野,vs,磐田,長野Ｕ,,ＤＡＺＮ／信越放送,274,13,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,福島,vs,いわき,とうスタ,,ＤＡＺＮ／ＮＨＫ福島,271,386,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,松本,vs,大宮,サンアル,,ＤＡＺＮ,46,27,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,金沢,vs,今治,ゴースタ,,ＤＡＺＮ,275,369,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,讃岐,vs,徳島,メグスタ,,ＤＡＺＮ,48,36,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,愛媛,vs,奈良,ニンスタ,,ＤＡＺＮ,37,391,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,高知,vs,新潟,ギケンス,,ＤＡＺＮ,468,78,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,滋賀,vs,琉球,ハトスタ,,ＤＡＺＮ,495,277,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,北九州,vs,鳥栖,ミクスタ,,ＤＡＺＮ,43,33,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,熊本,vs,宮崎,えがおＳ,,ＤＡＺＮ,38,371,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１０節第２日,2026/04/12,2026-04-12T14:00:00+09:00,鹿児島,vs,鳥取,白波スタ,,ＤＡＺＮ,338,44,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１１節第１日,2026/04/17,2026-04-17T19:00:00+09:00,FC大阪,vs,愛媛,花園,,ＤＡＺＮ,390,37,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,1,第１１節第１日,2026/04/18,2026-04-18T13:00:00+09:00,横浜FM,vs,川崎F,日産ス,,ＤＡＺＮ,5,21,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１１節第１日,2026/04/18,2026-04-18T14:00:00+09:00,鹿島,vs,浦和,メルスタ,,ＤＡＺＮ／ＮＨＫ ＢＳ,1,3,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１１節第１日,2026/04/18,2026-04-18T14:00:00+09:00,町田,vs,FC東京,Ｇスタ,,ＤＡＺＮ ※ＡＦＣチャンピオンズリーグエリート ２０２５／２６ 準々決勝以降に出場するクラブの試合は、４／１（水）に開催します,45,22,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１１節第１日,2026/04/18,2026-04-18T15:00:00+09:00,東京V,vs,千葉,味スタ,,ＤＡＺＮ,4,2,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１１節第１日,2026/04/18,2026-04-18T14:00:00+09:00,広島,vs,長崎,Ｅピース,,ＤＡＺＮ ※ＡＦＣチャンピオンズリーグエリート ２０２５／２６ 準々決勝以降に出場するクラブの試合は、４／１（水）に開催します,10,47,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１１節第１日,2026/04/18,2026-04-18T16:00:00+09:00,C大阪,vs,京都,ヨドコウ,,ＤＡＺＮ,20,24,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第１１節第１日,2026/04/18,2026-04-18T14:00:00+09:00,仙台,vs,栃木C,ユアスタ,,ＤＡＺＮ,54,471,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１１節第１日,2026/04/18,2026-04-18T14:00:00+09:00,湘南,vs,群馬,レモンＳ,,ＤＡＺＮ,12,35,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１１節第１日,2026/04/18,2026-04-18T13:00:00+09:00,札幌,vs,松本,札幌厚別,,ＤＡＺＮ,14,46,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１１節第１日,2026/04/18,2026-04-18T14:00:00+09:00,大宮,vs,磐田,ＮＡＣＫ,,ＤＡＺＮ,27,13,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１１節第１日,2026/04/18,2026-04-18T14:00:00+09:00,甲府,vs,藤枝,ＪＩＴス,,ＤＡＺＮ／テレビ山梨,28,276,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１１節第２日,2026/04/18,2026-04-18T14:00:00+09:00,新潟,vs,今治,デンカＳ,,ＤＡＺＮ,78,369,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１１節第２日,2026/04/18,2026-04-18T14:00:00+09:00,奈良,vs,讃岐,ロートＦ,,ＤＡＺＮ,391,48,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,2,第１１節第２日,2026/04/18,2026-04-18T14:00:00+09:00,徳島,vs,金沢,鳴門大塚,,ＤＡＺＮ,36,275,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１１節第１日,2026/04/18,2026-04-18T13:40:00+09:00,山口,vs,鹿児島,みらスタ,,ＤＡＺＮ／山口放送,330,338,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１１節第１日,2026/04/18,2026-04-18T16:00:00+09:00,琉球,vs,北九州,沖縄県陸,,ＤＡＺＮ,277,43,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第１１節第２日,2026/04/19,2026-04-19T13:00:00+09:00,水戸,vs,柏,Ｋｓスタ,,ＤＡＺＮ,94,11,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１１節第２日,2026/04/19,2026-04-19T14:00:00+09:00,神戸,vs,清水,ノエスタ,,ＤＡＺＮ ※ＡＦＣチャンピオンズリーグエリート ２０２５／２６ 準々決勝以降に出場するクラブの試合は、４／１（水）に開催します,18,7,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１１節第２日,2026/04/19,2026-04-19T15:00:00+09:00,G大阪,vs,岡山,パナスタ,,ＤＡＺＮ,9,42,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１１節第２日,2026/04/19,2026-04-19T16:00:00+09:00,名古屋,vs,福岡,パロ瑞穂,,ＤＡＺＮ／ＮＨＫ名古屋／ＮＨＫ岐阜／ＮＨＫ津,8,23,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第１１節第２日,2026/04/19,2026-04-19T14:00:00+09:00,秋田,vs,横浜FC,ソユスタ,,ＤＡＺＮ,270,34,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１１節第２日,2026/04/19,2026-04-19T14:00:00+09:00,山形,vs,八戸,ＮＤスタ,,ＤＡＺＮ,29,362,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１１節第２日,2026/04/19,2026-04-19T14:00:00+09:00,栃木SC,vs,相模原,カンセキ,,ＤＡＺＮ,40,273,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１１節第２日,2026/04/19,2026-04-19T14:00:00+09:00,福島,vs,岐阜,とうスタ,,ＤＡＺＮ,271,39,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１１節第２日,2026/04/19,2026-04-19T14:00:00+09:00,いわき,vs,長野,ハワスタ,,ＤＡＺＮ,386,274,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１１節第３日,2026/04/19,2026-04-19T14:00:00+09:00,富山,vs,高知,富山,,ＤＡＺＮ,41,468,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１１節第２日,2026/04/19,2026-04-19T14:00:00+09:00,滋賀,vs,大分,ハトスタ,,ＤＡＺＮ,495,31,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１１節第２日,2026/04/19,2026-04-19T14:00:00+09:00,鳥取,vs,宮崎,Ａｘｉｓ,,ＤＡＺＮ,44,371,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１１節第２日,2026/04/19,2026-04-19T15:00:00+09:00,熊本,vs,鳥栖,えがおＳ,,ＤＡＺＮ,38,33,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第１２節第１日,2026/04/24,2026-04-24T19:00:00+09:00,柏,vs,鹿島,三協Ｆ柏,,ＤＡＺＮ,11,1,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１２節第１日,2026/04/24,2026-04-24T19:00:00+09:00,FC東京,vs,水戸,味スタ,,ＤＡＺＮ,22,94,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１２節第２日,2026/04/25,2026-04-25T14:00:00+09:00,浦和,vs,横浜FM,埼玉,,ＤＡＺＮ,3,5,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１２節第２日,2026/04/25,2026-04-25T14:00:00+09:00,町田,vs,東京V,Ｇスタ,,ＤＡＺＮ ※ＡＦＣチャンピオンズリーグエリート ２０２５／２６ 準々決勝以降に出場するクラブの試合は、５／１３（水）に開催します,45,4,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１２節第２日,2026/04/25,2026-04-25T15:00:00+09:00,川崎F,vs,千葉,Ｕ等々力,,ＤＡＺＮ,21,2,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,清水,vs,名古屋,アイスタ,,ＤＡＺＮ,7,8,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,岡山,vs,福岡,ＪＦＥス,,ＤＡＺＮ／ＲＳＫ山陽放送,42,23,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１２節第１日,2026/04/25,2026-04-25T16:00:00+09:00,広島,vs,C大阪,Ｅピース,,ＤＡＺＮ ※ＡＦＣチャンピオンズリーグエリート ２０２５／２６ 準々決勝以降に出場するクラブの試合は、５／１３（水）に開催します,10,20,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１２節第１日,2026/04/25,2026-04-25T18:30:00+09:00,長崎,vs,G大阪,ピースタ,,ＤＡＺＮ,47,9,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,仙台,vs,山形,ユアスタ,,ＤＡＺＮ,54,29,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,栃木C,vs,栃木SC,ＣＦＳ,,ＤＡＺＮ,471,40,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,群馬,vs,横浜FC,正田スタ,,ＤＡＺＮ,35,34,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１２節第１日,2026/04/25,2026-04-25T17:00:00+09:00,相模原,vs,湘南,ギオンス,,ＤＡＺＮ,273,12,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１２節第１日,2026/04/25,2026-04-25T13:00:00+09:00,磐田,vs,岐阜,ヤマハ,,ＤＡＺＮ,13,39,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,札幌,vs,いわき,プレド,,ＤＡＺＮ,14,386,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,福島,vs,甲府,とうスタ,,ＤＡＺＮ,271,28,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,藤枝,vs,大宮,藤枝サ,,ＤＡＺＮ,276,27,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,新潟,vs,FC大阪,デンカＳ,,ＤＡＺＮ,78,390,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,金沢,vs,奈良,ゴースタ,,ＤＡＺＮ,275,391,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,2,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,今治,vs,富山,アシさと,,ＤＡＺＮ,369,41,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,鳥取,vs,熊本,Ａｘｉｓ,,ＤＡＺＮ,44,38,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,北九州,vs,山口,ミクスタ,,ＤＡＺＮ,43,330,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,2,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,鳥栖,vs,滋賀,駅スタ,,ＤＡＺＮ,33,495,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１２節第１日,2026/04/25,2026-04-25T14:00:00+09:00,宮崎,vs,鹿児島,クロスタ,,ＤＡＺＮ,371,338,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１２節第１日,2026/04/25,2026-04-25T19:00:00+09:00,琉球,vs,大分,沖縄県陸,,ＤＡＺＮ,277,31,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第１２節第２日,2026/04/26,2026-04-26T14:00:00+09:00,神戸,vs,京都,ノエスタ,,ＤＡＺＮ ※ＡＦＣチャンピオンズリーグエリート ２０２５／２６ 準々決勝以降に出場するクラブの試合は、５／１３（水）に開催します,18,24,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第１２節第２日,2026/04/26,2026-04-26T13:00:00+09:00,八戸,vs,秋田,プラスタ,,ＤＡＺＮ,362,270,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１２節第２日,2026/04/26,2026-04-26T14:00:00+09:00,松本,vs,長野,サンアル,,ＤＡＺＮ,46,274,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１２節第２日,2026/04/26,2026-04-26T14:00:00+09:00,高知,vs,徳島,ギケンス,,ＤＡＺＮ,468,36,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１２節第２日,2026/04/26,2026-04-26T15:00:00+09:00,愛媛,vs,讃岐,ニンスタ,,ＤＡＺＮ,37,48,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,1,第１３節第１日,2026/04/29,2026-04-29T13:00:00+09:00,東京V,vs,鹿島,味スタ,,ＤＡＺＮ,4,1,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,千葉,vs,横浜FM,フクアリ,,ＤＡＺＮ／ＮＨＫ ＢＳ,2,5,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１３節第１日,2026/04/29,2026-04-29T15:00:00+09:00,浦和,vs,川崎F,埼玉,,ＤＡＺＮ,3,21,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１３節第１日,2026/04/29,2026-04-29T16:00:00+09:00,水戸,vs,町田,Ｋｓスタ,,ＤＡＺＮ,94,45,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１３節第１日,2026/04/29,2026-04-29T16:00:00+09:00,柏,vs,FC東京,三協Ｆ柏,,ＤＡＺＮ,11,22,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１３節第１日,2026/04/29,2026-04-29T13:00:00+09:00,清水,vs,長崎,アイスタ,,ＤＡＺＮ,7,47,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,神戸,vs,C大阪,ノエスタ,,ＤＡＺＮ,18,20,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,福岡,vs,広島,ベススタ,,ＤＡＺＮ,23,10,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１３節第１日,2026/04/29,2026-04-29T15:00:00+09:00,名古屋,vs,岡山,パロ瑞穂,,ＤＡＺＮ,8,42,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１３節第１日,2026/04/29,2026-04-29T15:00:00+09:00,京都,vs,G大阪,サンガＳ,,ＤＡＺＮ,24,9,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,秋田,vs,山形,ソユスタ,,ＤＡＺＮ,270,29,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,栃木SC,vs,湘南,カンセキ,,ＤＡＺＮ,40,12,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,群馬,vs,仙台,正田スタ,,ＤＡＺＮ,35,54,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,横浜FC,vs,八戸,ニッパツ,,ＤＡＺＮ,34,362,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,3,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,相模原,vs,栃木C,ギオンス,,ＤＡＺＮ,273,471,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１３節第１日,2026/04/29,2026-04-29T13:00:00+09:00,いわき,vs,岐阜,ハワスタ,,ＤＡＺＮ,386,39,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,札幌,vs,藤枝,プレド,,ＤＡＺＮ,14,276,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,大宮,vs,甲府,ＮＡＣＫ,,ＤＡＺＮ,27,28,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１３節第１日,2026/04/29,2026-04-29T18:00:00+09:00,松本,vs,磐田,サンアル,,ＤＡＺＮ,46,13,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１３節第１日,2026/04/29,2026-04-29T18:00:00+09:00,長野,vs,福島,長野Ｕ,,ＤＡＺＮ,274,271,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,2,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,富山,vs,新潟,富山,,ＤＡＺＮ,41,78,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,FC大阪,vs,徳島,花園,,ＤＡＺＮ,390,36,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,奈良,vs,高知,ロートＦ,,ＤＡＺＮ,391,468,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,讃岐,vs,金沢,●未定●,,ＤＡＺＮ,48,275,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１３節第１日,2026/04/29,2026-04-29T17:00:00+09:00,愛媛,vs,今治,ニンスタ,,ＤＡＺＮ,37,369,明治安田J2・J3百年構想 WEST-Aグループ,36,36-W-A
2026,3,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,滋賀,vs,鳥取,ハトスタ,,ＤＡＺＮ,495,44,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,山口,vs,琉球,みらスタ,,ＤＡＺＮ／山口朝日放送,330,277,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,2,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,大分,vs,熊本,クラド,,ＤＡＺＮ,31,38,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,宮崎,vs,北九州,いちご,,ＤＡＺＮ,371,43,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,3,第１３節第１日,2026/04/29,2026-04-29T14:00:00+09:00,鹿児島,vs,鳥栖,白波スタ,,ＤＡＺＮ,338,33,明治安田J2・J3百年構想 WEST-Bグループ,36,36-W-B
2026,1,第１４節第１日,2026/05/02,2026-05-02T14:00:00+09:00,FC東京,vs,川崎F,味スタ,,ＤＡＺＮ／ＮＨＫ ＢＳ,22,21,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１４節第１日,2026/05/02,2026-05-02T14:00:00+09:00,横浜FM,vs,水戸,日産ス,,ＤＡＺＮ,5,94,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１４節第１日,2026/05/02,2026-05-02T16:00:00+09:00,浦和,vs,千葉,埼玉,,ＤＡＺＮ,3,2,明治安田J1百年構想 EASTグループ,35,35-E
2026,1,第１４節第１日,2026/05/02,2026-05-02T12:55:00+09:00,岡山,vs,広島,ＪＦＥス,,ＤＡＺＮ／テレビせとうち,42,10,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１４節第１日,2026/05/02,2026-05-02T14:00:00+09:00,京都,vs,清水,サンガＳ,,ＤＡＺＮ,24,7,明治安田J1百年構想 WESTグループ,35,35-W
2026,1,第１４節第１日,2026/05/02,2026-05-02T15:00:00+09:00,G大阪,vs,神戸,パナスタ,,ＤＡＺＮ,9,18,明治安田J1百年構想 WESTグループ,35,35-W
2026,2,第１４節第１日,2026/05/02,2026-05-02T14:00:00+09:00,仙台,vs,秋田,ユアスタ,,ＤＡＺＮ,54,270,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１４節第１日,2026/05/02,2026-05-02T14:00:00+09:00,横浜FC,vs,相模原,ニッパツ,,ＤＡＺＮ,34,273,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１４節第１日,2026/05/02,2026-05-02T14:00:00+09:00,湘南,vs,栃木C,レモンＳ,,ＤＡＺＮ,12,471,明治安田J2・J3百年構想 EAST-Aグループ,36,36-E-A
2026,2,第１４節第１日,2026/05/02,2026-05-02T14:00:00+09:00,磐田,vs,いわき,ヤマハ,,ＤＡＺＮ,13,386,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１４節第１日,2026/05/02,2026-05-02T14:00:00+09:00,岐阜,vs,札幌,長良川,,ＤＡＺＮ,39,14,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
2026,3,第１４節第１日,2026/05/02,2026-05-02T18:00:00+09:00,長野,vs,藤枝,長野Ｕ,,ＤＡＺＮ,274,276,明治安田J2・J3百年構想 EAST-Bグループ,36,36-E-B
